energy_mean,energy_std,pitch_mean,pitch_std,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,speech_rate,pause_rate,sentiment_score,vocab_score,word_count,interview_score,video_name,split
0.04940401017665863,0.04300700128078461,1732.0839780017031,771.2658957501102,-284.06951904296875,91.02043914794922,-33.85414505004883,7.885638236999512,-20.39629364013672,3.3982624749316876,1.0456192230559038,0.6124,4.5980000000000025,52,0.4859813084112149,hDqsuyVeWmw.004.mp4,training
0.035332370549440384,0.009451469406485558,1593.338666586553,530.6443992852888,-208.02218627929688,108.52471160888672,-17.99248504638672,21.82576560974121,-3.6491663455963135,3.136857669167712,0.0,0.646,8.27416666666667,48,0.5233644859813084,KppCIwj0hC4.004.mp4,training
0.08495355397462845,0.047406308352947235,2136.2761435963853,731.8517147435448,-171.0603790283203,62.835594177246094,-49.51551818847656,23.957178115844727,-20.458541870117188,3.136857669167712,0.588160812968946,0.5351,3.598784194528875,48,0.6542056074766355,pzG2VeUbefw.005.mp4,training
0.06936594098806381,0.046030160039663315,2282.591869404004,1149.876546183176,-236.10549926757812,48.19824981689453,-22.67136573791504,9.318988800048828,-19.871797561645508,3.0715064677267176,1.0456192230559038,0.4118,6.037826086956525,47,0.33644859813084105,QyVTG0sGKg0.002.mp4,training
0.07234778255224228,0.04113621264696121,1568.8156315828667,667.8897355558012,-189.96006774902344,113.61742401123047,-26.29720687866211,38.861820220947266,-12.757781028747559,3.2675600720496996,0.457458410086958,0.6124,9.85887755102041,50,0.6542056074766355,ana5C73n9bY.001.mp4,training
0.0900057703256607,0.05955030769109726,1988.3281559817344,760.0658052211222,-212.08119201660156,73.49604034423828,-37.595542907714844,22.825498580932617,-40.575889587402344,2.28729205043479,1.1109704244968979,0.5423,4.447647058823531,35,0.4859813084112149,3Q3SB1dVAng.005.mp4,training
0.03795040771365166,0.02670467644929886,2395.006587628457,915.8503992501602,-251.7672576904297,50.55695343017578,-37.57109832763672,24.897104263305664,-17.49479103088379,3.2022088706087057,1.0456192230559038,0.0,6.337021276595745,49,0.6728971962616823,eI_7SimPnnQ.005.mp4,training
0.07444366812705994,0.05395825579762459,1340.9549469064677,565.1826428768329,-214.6025848388672,118.03018951416016,-2.488544225692749,13.704262733459473,-5.533020496368408,2.7447504605217476,1.1109704244968979,0.8718,4.543142857142858,42,0.719626168224299,hZIGQXercNA.001.mp4,training
0.04167969524860382,0.027699390426278114,1806.3105588682556,634.731911887794,-195.9230499267578,94.51643371582031,-16.661266326904297,25.130630493164062,-0.6075267195701599,3.0715064677267176,0.32675600720497,0.6697,18.55702127659575,47,0.5046728971962616,5U0xeSXEZOU.000.mp4,training
0.06457487493753433,0.048505574464797974,1799.1418291489833,789.5952490242103,-207.96820068359375,95.72649383544922,-33.142364501953125,-3.322417736053467,-17.070423126220703,2.483345654757772,1.30702402881988,0.8481,6.104210526315793,38,0.8037383177570093,CpmR-91GxmY.005.mp4,training
0.0760486051440239,0.03979818522930145,1733.602985708139,780.7758402575078,-161.4337921142578,97.32897186279297,-6.499554634094238,18.17087745666504,-13.50438117980957,2.679399259080754,0.32675600720497,-0.5932,7.445769230769233,41,0.5887850467289719,kAbMWBsPKR4.000.mp4,training
0.10713198781013489,0.07383085787296295,1801.340611009927,1030.0450011465425,-218.2347869873047,86.0152359008789,-12.628362655639648,32.03154754638672,10.40695571899414,3.790369683577652,0.9802680216149099,0.875,3.031724137931036,58,0.5046728971962616,3R2LrAKCWr8.002.mp4,training
